№ рішення,Форма судового рішення,Дата ухвалення рішення,Дата набрання законної сили,Форма судочинства,№ судової справи,Назва суду,Суддя,Посилання
106819010,Вирок,18.10.2022,18.11.2022,Кримінальне,303/4099/22,Ужгородський міськрайонний суд Закарпатської області,,/Review/106819010
106842366,Вирок,18.10.2022,18.11.2022,Кримінальне,285/2847/22,Звягельський міськрайонний суд Житомирської області,,/Review/106842366
106842367,Вирок,18.10.2022,18.11.2022,Кримінальне,285/2847/22,Звягельський міськрайонний суд Житомирської області,,/Review/106842367
106859920,Вирок,18.10.2022,21.11.2022,Кримінальне,607/12141/22,Тернопільський міськрайонний суд Тернопільської області,,/Review/106859920
107139906,Вирок,18.10.2022,,Кримінальне,490/1625/22,Центральний районний суд м. Миколаєва,,/Review/107139906
106817276,Вирок,18.10.2022,18.10.2022,Кримінальне,161/9178/22,Волинський апеляційний суд,,/Review/106817276
106779709,Вирок,17.10.2022,16.11.2022,Кримінальне,504/597/20,Доброславський районний суд Одеської області,,/Review/106779709
106779531,Вирок,17.10.2022,01.12.2022,Кримінальне,497/1716/22,Болградський районний суд Одеської області,,/Review/106779531
106775911,Вирок,17.10.2022,18.11.2022,Кримінальне,465/2323/22,Франківський районний суд м. Львова,,/Review/106775911
106785288,Вирок,17.10.2022,17.11.2022,Кримінальне,213/2232/22,Інгулецький районний суд м. Кривого Рогу,,/Review/106785288
106792434,Вирок,17.10.2022,17.11.2022,Кримінальне,183/5942/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/106792434
107039559,Вирок,17.10.2022,16.11.2022,Кримінальне,505/3021/22,Подільський міськрайонний суд Одеської області,,/Review/107039559
106776271,Вирок,17.10.2022,17.11.2022,Кримінальне,295/8796/22,Богунський районний суд м. Житомира,,/Review/106776271
106796031,Вирок,17.10.2022,17.11.2022,Кримінальне,216/4144/22,Центрально-Міський районний суд м. Кривого Рогу,,/Review/106796031
106796032,Вирок,17.10.2022,17.11.2022,Кримінальне,216/4148/22,Центрально-Міський районний суд м. Кривого Рогу,,/Review/106796032
106748095,Вирок,14.10.2022,15.11.2022,Кримінальне,303/4457/22,Ужгородський міськрайонний суд Закарпатської області,,/Review/106748095
106752547,Вирок,14.10.2022,15.11.2022,Кримінальне,295/6221/22,Богунський районний суд м. Житомира,,/Review/106752547
106758662,Вирок,14.10.2022,15.11.2022,Кримінальне,295/8469/22,Богунський районний суд м. Житомира,,/Review/106758662
106754137,Вирок,14.10.2022,15.12.2022,Кримінальне,753/8970/22,Дарницький районний суд міста Києва,,/Review/106754137
106758235,Вирок,14.10.2022,14.11.2022,Кримінальне,947/20933/22,Київський районний суд м. Одеси,,/Review/106758235
106727785,Вирок,13.10.2022,15.11.2022,Кримінальне,278/2580/22,Житомирський районний суд Житомирської області,,/Review/106727785
106738635,Вирок,13.10.2022,15.11.2022,Кримінальне,357/6991/22,Білоцерківський міськрайонний суд Київської області,,/Review/106738635
106726764,Вирок,13.10.2022,15.11.2022,Кримінальне,154/616/22,Володимирський міський суд Волинської області,,/Review/106726764
106751983,Вирок,13.10.2022,14.11.2022,Кримінальне,183/6342/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/106751983
106750124,Вирок,13.10.2022,14.11.2022,Кримінальне,496/6004/21,Біляївський районний суд Одеської області,,/Review/106750124
107041644,Вирок,13.10.2022,15.11.2022,Кримінальне,689/1323/22,Хмельницький міськрайонний суд Хмельницької області,,/Review/107041644
106771777,Вирок,13.10.2022,15.11.2022,Кримінальне,183/3410/22,Самарівський міськрайонний суд Дніпропетровської області,,/Review/106771777
106740828,Вирок,13.10.2022,15.11.2022,Кримінальне,554/9127/22,Шевченківський районний суд міста Полтави,,/Review/106740828
106730112,Вирок,13.10.2022,14.11.2022,Кримінальне,129/1881/19,Гайсинський районний суд Вінницької області,,/Review/106730112
106731993,Вирок,13.10.2022,15.11.2022,Кримінальне,484/3274/22,Первомайський міськрайонний суд Миколаївської області,,/Review/106731993
